caseId	origin	category	resolutionText	curve	pointsBits	evaluationTimeBits	expectedKind	expectedBits	expectedCategory	sampleRateBits	sampleNumberBits
rt-seed-1233	seeded	seeded-linear	0.001	LINEAR	0000000000000000:3f921b96a0936400;402a800000000000:3fc6f9f43c30dab0;403a800000000000:3fe3827827eedab5;4040e00000000000:3fe0dfd15ce6b028;404b700000000000:3fecfbef95c852ab	4031884150b59cb1	bits	3fd45a1cac083127			
rt-seed-1234	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:402445bc0e34920c;4032600000000000:404ad0fe08c83119	401d29c27f683bbd	bits	403b6507281a9a7c			
rt-seed-1235	seeded	seeded-linear	0.2	LINEAR	0000000000000000:3fe4a49189731f78;4024800000000000:3feaaf4d412648be;4041900000000000:3fd92c5ff0ae6c08	403f95a31a5d85ee	bits	3fe3333333333333			
rt-seed-1236	seeded	seeded-linear	0.10	LINEAR	0000000000000000:3fe043e86dfb9dc3;402b000000000000:3fd163bdc07e2376;4033000000000000:3fec0665da839472;4038e00000000000:3fed25fc46aeb5a8	402b05989a1944e2	bits	3fc999999999999a			
rt-seed-1237	seeded	seeded-linear	1	LINEAR	0000000000000000:bfe870d87349f81e;4034a00000000000:3fe8669981c900d6;4043400000000000:bfe6e8362c10b800;4046e00000000000:3fd4139a8b7c73d0;404ab00000000000:bfcb2bef0f345730	4017a192acbde704	bits	bff0000000000000			
rt-seed-1238	seeded	seeded-linear	5	LINEAR	0000000000000000:3fe77d63dea411b9;400a000000000000:3f77dae50bfed880	4000bf62ed501f8d	bits	4014000000000000			
rt-seed-1239	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:408d50d3d1c9dfa4;401d000000000000:407cdab676a9933e	4015036ac2a80db1	bits	408f400000000000			
rt-seed-1240	seeded	seeded-linear	0.5	LINEAR	0000000000000000:404308fefb5e9955;4010000000000000:4047b56fe61a8b3d	0000000000000000	bits	404308fefb5e9955			
rt-seed-1241	seeded	seeded-linear	-1	LINEAR	0000000000000000:3fa68ebb584d9e60;4039000000000000:bfd71a8e985c1c4c;4043b00000000000:bfcc16f9b1797f88;4047d00000000000:3fe88cd4f58df346	4043b00000000000	bits	bfcc16f9b1797f88			
rt-seed-1242	seeded	seeded-linear	0.1	LINEAR	0000000000000000:bfe1c60657811a24;4033800000000000:3fd9e3e29cb37db0;4036000000000000:3fd4386f9516be94;4036800000000000:3fdfa5c37f707db4;4047200000000000:3fbd69dfbc2cca10	4012814b52cb2c3c	bits	bfd999999999999a			
rt-seed-1243	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:40470df7792d8078;4010800000000000:c022783860ce4688;4037a00000000000:c051a2921b86970b;4042b00000000000:c055c404f90fca20	4037a00000000000	bits	c051a2921b86970b			
rt-seed-1244	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:405d8f367e71e7b6;4034000000000000:4033e00ed0c76c33	402177d0db92d66f	bits	408f400000000000			
rt-seed-1245	seeded	seeded-linear	5	LINEAR	0000000000000000:c02f89249beb5bd0;4030a00000000000:402c45085aff0378;4037000000000000:404d1e6cfbfc3190;4040400000000000:c027c53617322768;4042600000000000:c0573a030325178e	403cd3384959a227	bits	4034000000000000			
rt-seed-1246	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:405d5509c4d19ac1;4035400000000000:40336eae12125b23	3ff371a2c42ab945	bits	405bf684b96848fb			
rt-seed-1247	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3f61752ca55b3600;4033c00000000000:bfe6ec650b8fb702	4038c00000000000	bits	bfe6ec650b8fb702			
rt-seed-1248	seeded	seeded-linear	0.001	LINEAR	0000000000000000:c057cbdafe8900ac;400f000000000000:4016b385e4a2dd10	3fe3ec804f85480d	bits	c053beb851eb851f			
rt-seed-1249	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:408a9282bfe4c717;4035000000000000:408aac204467f801;4038e00000000000:4069e416f748e5c9;4044600000000000:4082f6ee328455bd	0000000000000000	bits	408a9282bfe4c717			
rt-seed-1250	seeded	seeded-linear	0.1	LINEAR	0000000000000000:3fcc90396f52db78;4037c00000000000:3fe40638c33a2911;4043000000000000:3fc68c37178288ac	4037c00000000000	bits	3fe40638c33a2911			
rt-seed-1251	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:3fd9436e8ae037d8;402e400000000000:3fda93e93592f9b8;4032e00000000000:3fe3161fdebfb28f;403e200000000000:3fde7b6b6e229566;404b800000000000:3fe2c573faa21697	40422c39c7448357	bits	3fdf9add3746f65f			
rt-seed-1252	seeded	seeded-linear	0.25	LINEAR	0000000000000000:40637ba664f6d768;3fe0000000000000:407401adbfd7cc70;4016800000000000:4085a7798c10aa4b;403ee00000000000:4081fe6cd3ca481f;4041900000000000:408c4078bbb540e5	403f11c41b91af0a	bits	4082760000000000			
rt-seed-1253	seeded	seeded-linear	0.001	LINEAR	0000000000000000:407592f947cf1ed7;4037800000000000:408e93fce26166e6;4039400000000000:406f3725e5103a65;4046f00000000000:406fd86d9f864180;4051780000000000:4081809c54d2afcb	4029a3da7b23eb6b	bits	4085956c8b439581			
rt-seed-1254	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3f560403e5d05200;3fe4000000000000:3fe51b7b43a86a42;4039800000000000:3fbe273e0e44b250;4040e00000000000:3fbd5a7564f7c3d8	404031bd4894b96b	bits	3fbeb851eb851eb8			
rt-seed-1255	seeded	seeded-linear	0	LINEAR	0000000000000000:4027605b92a2d05e;4022000000000000:404102c2826014fd;403c200000000000:4057eceb187ac6f7;404a400000000000:405c36811e8d33bc;4053080000000000:4050044d1b27789d	400fa3a0e02e94d4	bits	403580911d5a55a0			
rt-seed-1256	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:40577ea6a4472301;4034e00000000000:4059ccf4652530ca;4038000000000000:4039ea11be679146	402aad6b635be460	bits	4058f0328d9dfe67			
rt-seed-1257	seeded	seeded-linear	-1	LINEAR	0000000000000000:bfe97e700aaa3dd4;4038400000000000:3fa8fa66353e0180;4044800000000000:bfe0a55c38a1e6ae	40408ea5ecfd9256	bits	bfd0261a0c8dd88e			
rt-seed-1258	seeded	seeded-linear	0.2	LINEAR	0000000000000000:bfeb74b228d524fe;402d400000000000:3fe2daa86ac67f1a	3ff98184806eeb3a	bits	bfe999999999999a			
rt-seed-1259	seeded	seeded-linear	0.001	LINEAR	0000000000000000:c03b0c5e614a2384;4020800000000000:c0460d6e0731f0b0	0000000000000000	bits	c03b0c5e614a2384			
rt-seed-1260	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:407ce084427b3aeb;4028c00000000000:4073783c50ad3a5f;4040b00000000000:4082ad0fb6ab0a7a	401e3603eadd6345	bits	408f400000000000			
rt-seed-1261	seeded	seeded-linear	-1	LINEAR	0000000000000000:bfc4b30087c71338;4038200000000000:bfebd9c3148adb96;4040200000000000:bfee44a8a505ff80;404cc00000000000:bfe4634f891c7ebe;4052600000000000:bfe38047d11b6576	404479e6055b0fd0	bits	bfeadced4fb0cad3			
rt-seed-1262	seeded	seeded-linear	0.00	LINEAR	0000000000000000:408791f28f73762c;4037c00000000000:405e37f733ddaaf7	402503536e26d58b	bits	407da0df0398a80f			
rt-seed-1263	seeded	seeded-linear	0.10	LINEAR	0000000000000000:bfe05a8395f786bc;4032600000000000:bfd5c4ba04af79cc;4043b00000000000:bfe0ba1538870e66;4049400000000000:3fefc82366fcc74e	4046fe0d848dad39	bits	3fd3333333333333			
rt-seed-1264	seeded	seeded-linear	0.25	LINEAR	0000000000000000:405253584f289a5a;402a800000000000:c00c54d276faedc0;403fe00000000000:403dfcdd20ad1220	4032f13a561eca03	bits	401a000000000000			
rt-seed-1265	seeded	seeded-linear	0.00	LINEAR	0000000000000000:bfd7425ea4f2ae44;4035200000000000:bfede9250e3326e4	3ffe932dd7e20bc5	bits	bfda910d702fcab9			
rt-seed-1266	seeded	seeded-linear	1	LINEAR	0000000000000000:bfcfcd37a7553ea0;4022000000000000:3fcf6b429ecd9560;4023000000000000:bfe94ea65831efe0;4024400000000000:3fe7a1d898feaf68	401c837223ec269b	bits	0000000000000000			
rt-seed-1267	seeded	seeded-linear	0.10	LINEAR	0000000000000000:40571b21de1245aa;4028800000000000:c052aefe94d02c68	401b57ebdb74c9b9	bits	bfe6666666666666			
rt-seed-1268	seeded	seeded-linear	0.001	LINEAR	0000000000000000:408d5be8685a9599;4037400000000000:407fa6a348513d5c	3feccf092e0a3052	bits	408cd5c28f5c28f6			
rt-seed-1269	seeded	seeded-linear	0.2	LINEAR	0000000000000000:3fd21bb8a14e2ee8;4023800000000000:3fe70ebd9ee5cfb3;4030600000000000:3fcf6b2213947900;4042800000000000:3fe72159a7aa5073;4048800000000000:3fe7323031cbd020	4048800000000000	bits	3fe7323031cbd020			
rt-seed-1270	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3f95083cda05d140;4007000000000000:3fb9e9c65efe1840	3ff9985924561428	bits	3fb0c03940936e06			
rt-seed-1271	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fe0a215f13086b2;402f800000000000:3fbd629592622b80	40219c07d6563614	bits	3fd2c6b4075aea51			
rt-seed-1272	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:4054788afac9a3cb;4001000000000000:40425177eeec45bd;402b000000000000:405acfe36a455c92	4039800000000000	bits	405acfe36a455c92			
rt-seed-1273	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:bfe3a56337313b96;4021800000000000:bfccbc068ab6a750;403e000000000000:3fd409935fc39038;4047400000000000:bfe3f4581e41cd7a	4030594c7b8eaac9	bits	c08f400000000000			
rt-seed-1274	seeded	seeded-linear	0.00	LINEAR	0000000000000000:bfe79244856a3888;4009000000000000:bfe3baf4c3ef655a;4037a00000000000:3fe9dc8dfed07c00	403313c47f8b3f98	bits	3fdf7e9f2d1f7168			
rt-seed-1275	seeded	seeded-linear	0.001	LINEAR	0000000000000000:40560986d379caee;4033200000000000:c05271efba11f157;403ec00000000000:4037eec568864110	40262b122fb9d517	bits	c016cbc6a7ef9db2			
rt-seed-1276	seeded	seeded-linear	0.1	LINEAR	0000000000000000:3fc88fdb58b5c39c;4032600000000000:3fe30f17c656b3a1;4043b00000000000:3fdb3136bb768c60	4032600000000000	bits	3fe30f17c656b3a1			
rt-seed-1277	seeded	seeded-linear	5	LINEAR	0000000000000000:4055c1594642dc94;4014800000000000:40377c516815a6d3;4030200000000000:4054bd18287a9b31;4032000000000000:405299f51802afa1	400b2f78412de688	bits	4046800000000000			
rt-seed-1278	seeded	seeded-linear	0.1	LINEAR	0000000000000000:4063845be02c7be8;4033000000000000:407e1188ea7c7de9	4018147c137ee2c3	bits	4070300000000000			
rt-seed-1279	seeded	seeded-linear	0	LINEAR	0000000000000000:4046fe72f8519638;4007000000000000:403217d26762e63c	3fe1885eec1fac76	bits	4044560069f03692			
rt-seed-1280	seeded	seeded-linear	0.001	LINEAR	0000000000000000:3fef7cbd2475bfd6;401e000000000000:bfaa408a77d91ca0;4025800000000000:3fd99a2c1fde14f0;4041f00000000000:bfe30e5d8aebcc58;404a800000000000:bfd7bba4a4cf0014	4025800000000000	bits	3fd99a2c1fde14f0			
rt-seed-1281	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:4069969ca1f270c4;402b400000000000:4033506cf0dd51ed;4042b00000000000:407bac34b0c6a36b;4047400000000000:4072921bb3fdbf5b;4047e00000000000:407801c1b9faa853	40186db0e8ad01ce	bits	405e6e9e01b9d43b			
rt-seed-1282	seeded	seeded-linear	0.01	LINEAR	0000000000000000:408f2ec367672a29;4025400000000000:408dc2f4dc4212bd;4040900000000000:40876e9947c48d34	0000000000000000	bits	408f2ec367672a29			
rt-seed-1283	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:403fe7ac36e3d3e7;4032800000000000:40533b20ab691230;4036200000000000:3fe19d13a144b1b3	0000000000000000	bits	403fe7ac36e3d3e7			
rt-seed-1284	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:404601dcd989af30;401c800000000000:4043dbc8d3ec0711;4023800000000000:404f125927b52224;403c800000000000:404b7621a04c248c	403713d0dd0d4562	bits	408f400000000000			
rt-seed-1285	seeded	seeded-linear	0.01	LINEAR	0000000000000000:40891eb7e6db92a4;4024800000000000:4065de1ac58c918a;4040c00000000000:4086dcf8664f2390;404c500000000000:4066afd17aae9cf7;4051500000000000:408e0ead45a9ec52	40467bb14007200f	bits	407cad999999999a			
rt-seed-1286	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3fb0eebc1ab16c50;4034400000000000:3f93bdc288215460;4038c00000000000:3fead4ea639f73d6;4045b00000000000:3fd3682c578e8ac2	403fe3fc95e8a826	bits	3fe443d50c366f28			
rt-seed-1287	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3fc57a95e3ca54c8;4036800000000000:bfc75229edcb7088;403ae00000000000:bf9cf5f8dcdc1dc0	4056b80000000000	bits	bf9cf5f8dcdc1dc0			
rt-seed-1288	seeded	seeded-linear	0.1	LINEAR	0000000000000000:bfe31fa6b2217950;4013800000000000:3fec2d9f338d4c52;403d800000000000:3fc3b449df703db0;4044700000000000:3fc0d6582cc42850;404a900000000000:3fb3865a11f1a720	40423159e232b862	bits	3fc999999999999a			
rt-seed-1289	seeded	seeded-linear	1	LINEAR	0000000000000000:4086935c9e5943be;4038a00000000000:4068c5ae81daa24f;403e600000000000:408a34b954f181ef	403d032723308427	bits	4085700000000000			
rt-seed-1290	seeded	seeded-linear	0.1	LINEAR	0000000000000000:3fdd85106653b21c;4034c00000000000:3fe7f5821cf5b47a	402dc74f88bc9b56	bits	3fe3333333333333			
rt-seed-1291	seeded	seeded-linear	5	LINEAR	0000000000000000:40834dea9e984d7c;3ff2000000000000:4089dfa049c7820b	0000000000000000	bits	40834dea9e984d7c			
rt-seed-1292	seeded	seeded-linear	-1	LINEAR	0000000000000000:c053c08e4af34f4b;4035800000000000:c04ac1e2806e8996;4046a00000000000:402f657a291bffe8;404d600000000000:405700d00cee641e;4054400000000000:402eda946aec3de0	403606e85949a7d9	bits	c049fd4f19567b8c			
rt-seed-1293	seeded	seeded-linear	0.10	LINEAR	0000000000000000:4084c41738a9d08d;401c800000000000:407a9ffb43f9983b;4030e00000000000:408bf63d7d273fe0;4043900000000000:4087873a5d1ee2f4;4044200000000000:40889b0c88ecd8b7	403b24f7a903ed9c	bits	4089ea6666666666			
rt-seed-1294	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:3f84ac36e43d5840;4034200000000000:3fe83fab315878d1;403e200000000000:3fe568a0644ffdfe;404ba00000000000:3fe23bb42309fe94	4043ce37022d7e00	bits	3fe7b425e97538c7			
rt-seed-1295	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:4056b75f071eab32;402a800000000000:4036b54b75085fb0	40212b54ad196619	bits	408f400000000000			
rt-seed-1296	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:4042e5c717c3778c;4031400000000000:4016a8a28b2c2171;4040a00000000000:40418deab5479f65;4049100000000000:4033bc862ad06f4d	401af8bbb5d0d722	bits	40393c4e46b4f037			
rt-seed-1297	seeded	seeded-linear	0	LINEAR	0000000000000000:4087dc7046d65864;4023800000000000:406aa618a0f11bad;4037200000000000:408ab3d82f3bd28d	403236b6a86e5725	bits	4083580011470f3e			
rt-seed-1298	seeded	seeded-linear	0.10	LINEAR	0000000000000000:3fe96c454fb64f01;4028800000000000:3feff3d8ba9c5005;403ec00000000000:3fdef384bddec49e	4035eeb0ee2b6dbf	bits	3fe999999999999a			
rt-seed-1299	seeded	seeded-linear	0.00	LINEAR	0000000000000000:3fec97dc74999224;4035200000000000:3fde5f397b8428f0;4042800000000000:3fee860098bd9b92	403153e2d919d7dc	bits	3fe198934f51a8ed			
rt-seed-1300	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:3fe345cc2e203f6a;4028800000000000:3fe81e9d8feac3aa;4040c00000000000:3fec97d43ca82723;4041400000000000:3fe9eb8eeff78817	402d22ec1a0570e4	bits	3fe7b425e97538c7			
rt-seed-1301	seeded	seeded-linear	0.00	LINEAR	0000000000000000:c020c40d6e628490;402c400000000000:c000bb0c61a384e0;4040200000000000:40565439d166885c;4042e00000000000:403dbf23d538b640	4042205a02acd374	bits	4046fb4668d53ebb			
rt-seed-1302	seeded	seeded-linear	0.10	LINEAR	0000000000000000:3fd8e2aa792b9344;4035200000000000:3feb1ee25c18b07a	402791409525d1d4	bits	3fe3333333333333			
rt-seed-1303	seeded	seeded-linear	0.01	LINEAR	0000000000000000:404670aeed4bc86a;3ffa000000000000:405d569fa17adb95;4008000000000000:40428c98afce9948;4033a00000000000:405c971128acdae8	4049d00000000000	bits	405c971128acdae8			
rt-seed-1304	seeded	seeded-linear	0.01	LINEAR	0000000000000000:bfd284589015f600;402e400000000000:3fd0873034288520;4038400000000000:bfedfd6ce2003e44;4047d00000000000:bfe6932c3b27f20e	403dfdd299f1e895	bits	bfec7ae147ae147b			
rt-seed-1305	seeded	seeded-linear	0.5	LINEAR	0000000000000000:3fe17dd70465ce2b;4020800000000000:3fd1f41a04701216;4038a00000000000:3fe260c09554f4e1;4045700000000000:3fcf761fcb825db4	4045700000000000	bits	3fcf761fcb825db4			
rt-seed-1306	seeded	seeded-linear	0.00	LINEAR	0000000000000000:bfdc9ed1bd3b5a98;4035600000000000:3fdc98db43a2f320	4045300000000000	bits	3fdc98db43a2f320			
rt-seed-1307	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3fe39d3e72e294c6;4032a00000000000:3fdcbb936e1a3490;4045d00000000000:3fdd1b8869257f84;404e900000000000:3f8af11fbf4cb900;4051900000000000:3fd5dae5e20cb7be	0000000000000000	bits	3fe39d3e72e294c6			
rt-seed-1308	seeded	seeded-linear	0.2	LINEAR	0000000000000000:403eca5ee6fc1ec2;4006000000000000:4058a16856344375;4034800000000000:4049dd4d4ac84100	0000000000000000	bits	403eca5ee6fc1ec2			
rt-seed-1309	seeded	seeded-linear	0.2	LINEAR	0000000000000000:3feb2f014267c142;4029800000000000:3fc7496cbcd84d1c;4041700000000000:3f81d2aeb91e2a80;4043200000000000:3fe1fb6ffdbfe9a4	4016461879c61076	bits	3fe3333333333333			
rt-seed-1310	seeded	seeded-linear	0.2	LINEAR	0000000000000000:401ced516ecb0140;4032400000000000:c04cc28c2c98f3ba;403e600000000000:40375623dc67f118;4043000000000000:4058d1169526175e	4036dce9240750a4	bits	c03acccccccccccd			
rt-seed-1311	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:408a8a7b63685c5c;402ac00000000000:408e7c23925c8ffc	4025d3c5f8d6db02	bits	0000000000000000			
rt-seed-1312	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:408857c704fd2ae8;4032e00000000000:4051425f4f9246c2;4041800000000000:4087dcec7bfd1809;4048e00000000000:408e43f6dc0e14c9;404ce00000000000:408035751d651622	404ae6ba9c880bfa	bits	4087251071769ae8			
rt-seed-1313	seeded	seeded-linear	0.10	LINEAR	0000000000000000:c050fe8855c25968;4035400000000000:c04af6a9fb2b50d3;4036c00000000000:4012410f8fd08960;4043b00000000000:3ff15bd050a83c40;404c300000000000:c04c0559711594ea	0000000000000000	bits	c050fe8855c25968			
rt-seed-1314	seeded	seeded-linear	0.00	LINEAR	0000000000000000:405a5e22784646bf;402c800000000000:40564b6ad6b1d7b2	4050100000000000	bits	40564b6ad6b1d7b2			
rt-seed-1315	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:bfe107076f387420;400d000000000000:3fda0dc9803571fc;4031a00000000000:3fbd6655f5467570;4045200000000000:3fe1f6e02b19d906;404cf00000000000:3fd87a62bfd4d648	404acad1348d778c	bits	3fdb9f5092bf8ac5			
rt-seed-1316	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3f659562336d7400;402f800000000000:bfc637860a6a20b0;403be00000000000:3fe6c3914076c236;403cc00000000000:3fe0cf46df4c28f6	4037bde7b5ecd83b	bits	3fda38bc374310c4			
rt-seed-1317	seeded	seeded-linear	0.5	LINEAR	0000000000000000:c036ffb2112971bc;4037e00000000000:c0586b5110ef7c1b	402ce8c85dfebbbb	bits	c050e00000000000			
rt-seed-1318	seeded	seeded-linear	0.5	LINEAR	0000000000000000:bfe5bef354c0d2a0;401e800000000000:bfdbc2494e67dafc;403f400000000000:3fe541c7e613a0da	0000000000000000	bits	bfe5bef354c0d2a0			
rt-seed-1319	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:4051b933d0107db0;4027800000000000:405c976d2f345647;403fc00000000000:405e8f37cc0d7ed5	4022a6905bcdb0e6	bits	405a594c70f1daa3			
rt-seed-1320	seeded	seeded-linear	0.01	LINEAR	0000000000000000:405b921fce9a0852;3ff2000000000000:4054dcdeb9ae346f	3fe8b6f1df0cb7e2	bits	4056f7ae147ae148			
rt-seed-1321	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3fc95374868570a8;4032200000000000:bfd30d323dbd0b20;4036000000000000:bfdb8ab412210f08;4038400000000000:3fd014396020bbe0;4041c00000000000:3fde19d00c42f500	402ca0aa22c73c24	bits	bfc8c4014c305a3b			
rt-seed-1322	seeded	seeded-linear	0.001	LINEAR	0000000000000000:c0519c10d61927cb;4018000000000000:c0334ae0eb820598	4018000000000000	bits	c0334ae0eb820598			
rt-seed-1323	seeded	seeded-linear	0.25	LINEAR	0000000000000000:408807abeddcd55c;4030000000000000:408d0d0a3311251f;403bc00000000000:408b1a4ec2ad3a1d;4042d00000000000:4065a530c05b390f	4030000000000000	bits	408d0d0a3311251f			
rt-seed-1324	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:3fd60839e97916a4;4033000000000000:3fc7ccfcf2460a4c;4036200000000000:3fd0c2dbaecebfde;403ca00000000000:3fed9c7b1f056f43;4041200000000000:3faaab1dc051c790	0000000000000000	bits	3fd60839e97916a4			
rt-seed-1325	seeded	seeded-linear	0.10	LINEAR	0000000000000000:3fd075528663960c;402b000000000000:3fca70031d42e180;4038400000000000:bfde44fa4a14cddc	0000000000000000	bits	3fd075528663960c			
rt-seed-1326	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:405405ba64eed1e8;4035400000000000:40580f714824fed2;403d600000000000:4020dbdef2a82b78	4024db7666164657	bits	405601087ecb70eb			
rt-seed-1327	seeded	seeded-linear	0	LINEAR	0000000000000000:402598ec2214afb1;400f000000000000:4043f41411ca9606;4022400000000000:408a8bd03bb81170;4029c00000000000:407b2ab8a03997ff;4031a00000000000:4085346d4b7780c3	40242e69c9d9c2fe	bits	40873549f79f64d4			
rt-seed-1328	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3fd84889c1cb2c68;400a000000000000:3fe5e68366ff2c2c;4032600000000000:3fd83cdccb71683c	400a000000000000	bits	3fe5e68366ff2c2c			
rt-seed-1329	seeded	seeded-linear	0	LINEAR	0000000000000000:3fedf5cbc0addf1e;4025400000000000:3fd45c142bade6dc;403a800000000000:3fdc0713e1dff6dc;4044600000000000:3fef0941fca4615e;4046b00000000000:3fe23f9e64177389	4039e2ff06f8506e	bits	3fdbbb3dd13a0544			
rt-seed-1330	seeded	seeded-linear	0.2	LINEAR	0000000000000000:bfee8adca37f56ec;400f000000000000:bfedce7197e772ac	400b8fd0a46ef486	bits	bff0000000000000			
rt-seed-1331	seeded	seeded-linear	0.1	LINEAR	0000000000000000:404657e2c06b77d0;4030800000000000:c05838ddfb8a8bf6	4023b1721564c3ec	bits	c043e66666666666			
rt-seed-1332	seeded	seeded-linear	0.10	LINEAR	0000000000000000:c0528a5346a284af;401d800000000000:40509c40827d7f78	3ff1fd9bac1f95c0	bits	c04a59999999999a			
rt-seed-1333	seeded	seeded-linear	0.10	LINEAR	0000000000000000:403df7881d274d6f;4022800000000000:40151e19b4a69a8b;4033000000000000:4043e38b8f06be82;4041e00000000000:405019b57ad1d87b	4051700000000000	bits	405019b57ad1d87b			
rt-seed-1334	seeded	seeded-linear	0.01	LINEAR	0000000000000000:4069d0871466111d;4012000000000000:4081cc8ddb33f357;4033c00000000000:408b8f2933af129a;403e600000000000:4079438b6e0e531c	0000000000000000	bits	4069d0871466111d			
rt-seed-1335	seeded	seeded-linear	0.1	LINEAR	0000000000000000:4053b4848ff649b4;400b000000000000:c03b0676489c78ec;4028800000000000:c0222ea3783fc0d0;402e000000000000:40456e173cf1c750;4038e00000000000:4056f056daed2de0	4053780000000000	bits	4056f056daed2de0			
